Key,Tranditional Chinese [zh-TC]
quest_campaign_003_outro_gh_8,“我叫阿姬絲，是城市的衛兵。”她自我介紹道，“我知道自己看上去不像是個衛兵，但要說誰最表裡不一的話，那絕對是剛才那位煉魔族人了。她確實是個商人，但她一定懷著更為陰險的目的。”,,,,,,,,,,,,,,,
quest_campaign_003_outro_gh_9,“從我加入城市衛兵隊起，她已經好幾次試圖密謀推翻黯淡港灣軍方的統治地位，我們都很好奇她這次又在策劃著什麼陰謀詭計。”,,,,,,,,,,,,,,,
quest_campaign_004_desc,調查澄鏡河河岸,,,,,,,,,,,,,,,
quest_campaign_004_intro,你們驚訝的發現了一個被苔蘚與藤蔓覆蓋了大半的古代地穴遺跡。此處的歷史既古老又黑暗。由於沒有其他資料作為判斷的依據，你們只好繼續深入地下。不管這些所謂的強盜打算做什麼，你們都堅信自己可以查個水落石出，即使在樓梯最低一級臺階碰見一大群強盜和行屍。,,,,,,,,,,,,,,,
quest_campaign_004_intro_travel_1,在你們前往澄鏡河曲進行調查時，那個強盜指揮官關於的“黯”的陳述使你們感到坐立不安——這個地方肯定存放著某些令那群瘋子感興趣的東西。,,,,,,,,,,,,,,,
quest_campaign_004_list,瞭解更多關於“黯”的資訊,,,,,,,,,,,,,,,
quest_campaign_004_name,詛咒地穴,,,,,,,,,,,,,,,
quest_campaign_005_desc,干擾附近其他邪教徒的儀式,,,,,,,,,,,,,,,
quest_campaign_005_intro,你們眼前的場景既神奇又驚悚。一群邪教徒正吟唱著咒語，在他們中間的現實空間被撕開一道黑色裂隙。當察覺到你們的到來，他們便轉過身來對著你們咆哮，接著抽出自己的獻祭匕首。在他們身後，黑色裂隙不斷湧出黑暗的物質，並逐漸聚合成充滿尖牙與利爪的夢魘。你們知道自己必須將這些來自元素維度的恐怖物質送回虛空中去，但實體卻因為恐懼而動彈不得。,,,,,,,,,,,,,,,
quest_campaign_005_intro_travel_1,你的任務非常明確。這些信仰元素之力的邪教徒正在扭曲這個世界的結構，這種行為必須被阻止。懷著這個目標，你們跟著文稿的指引，來到了一個遠古墓穴，你確信這就是他們的行動基地。,,,,,,,,,,,,,,,
quest_campaign_005_intro_travel_2,你們做好了戰鬥的準備，隨即打破了腐朽的大門，闖進了墓穴的大廳之中。,,,,,,,,,,,,,,,
quest_campaign_005_list,阻止邪教徒,,,,,,,,,,,,,,,
quest_campaign_005_name,廢墟地穴,,,,,,,,,,,,,,,
quest_campaign_005_scenario_modifier_1,所有角色開始時處於繳械狀態,,,,,,,,,,,,,,,
quest_campaign_006_desc,殺死所有被邪教徒揭示的不死族,,,,,,,,,,,,,,,
quest_campaign_006_intro,你們剛到達入口，便對自己先前所下的決定感到後悔不已。並不是說你們已經厭倦探索那些破敗的廢墟，也不是驚悚那些在暗影之中蹣跚、呻吟的不死生物。而是這裡的氣味、那是些無魂腐肉才有的死亡氣息。,,,,,,,,,,,,,,,
quest_campaign_006_intro_travel_1,若果沒有一點陰謀詭計作為調劑，那生活豈不是無聊透頂？顯然這些邪教徒把這個墓穴標成了一個大麻煩。說不定他們還會感謝你們把墓穴裡的威脅清理乾淨了呢。或者說你們只是希望在墓穴中撞撞運氣，找到那些還沒被盜墓賊摸過的寶箱，裡面還裝著滿滿的寶物。,,,,,,,,,,,,,,,
quest_campaign_006_list,擊殺地穴內所有的敵人,,,,,,,,,,,,,,,
quest_campaign_006_name,腐朽地穴,,,,,,,,,,,,,,,
quest_campaign_006_scenario_modifier_1,所有角色以3張詛咒卡開始劇本,,,,,,,,,,,,,,,
quest_campaign_007_desc,讓黑爾幫助你找到傑西拉,,,,,,,,,,,,,,,
quest_campaign_007_intro,你們照著地圖來到了匕首森林北邊的如同網格般相互交錯的洞窟。這個地方生機盎然：巨大而且茂盛的植物盤根錯節的生長著，當然還有這些充滿敵意的猛獸與妖精。你已經準備好戰鬥了。,,,,,,,,,,,,,,,
quest_campaign_007_intro_gh_1,你們小心翼翼的走進曲骨酒館，躲避滿地的碎玻璃、釘子和其它看起來像是危險品的東西。你們環顧房間，但是四周除了各種殘渣之外別無他物。然而，正當你們想開口呼喊黑爾之時，突然，樓上發生了爆炸，使整個棟房屋都為之震動。,,,,,,,,,,,,,,,
quest_campaign_007_intro_gh_2,“真該死！”從黑爾那傳來了縹緲的叫喊聲。“我為了研究，都已經躲在這個鳥不拉屎的偏僻地方，結果還是有一群愚蠢透頂的傻瓜想方設法跑到這來妨礙我。”,,,,,,,,,,,,,,,
quest_campaign_007_intro_gh_3,一個半透明的女人突然出現在你們面前：“你們應該知道的吧？進入這個屋子會改變這裡的乙太流動，進而會引發一連串的反應，從而造成不可預料的災難性後果。難道你們連這些都不懂嗎？”,,,,,,,,,,,,,,,
quest_campaign_007_intro_gh_4,黑爾閉上眼睛做了幾個深呼吸，每呼出一口氣，她的身軀就變得透明幾分。“是的，我的確同意幫助你們。本以為剛剛那段記憶只是一場噩夢，但事實並非如此，所以現在抱怨也無濟於事。但是，拜託你下次進門之前能否先敲一下門。”,,,,,,,,,,,,,,,
quest_campaign_007_intro_gh_5,她給了你們一個冰冷的瞪視：“那你們想要什麼？趕緊長話短說。”你們向她解釋有關傑西拉的事情，並且提出想要知道她現在的藏身之處。,,,,,,,,,,,,,,,
quest_campaign_007_intro_gh_6,“啊，一個簡單的窺蹤占卜，說真的，我們太幸運了。”黑爾繼續說道，“又或者說是我太走運了。要完成這個任務，所需的原材料就是齧咬根，不過我上個星期正巧把它們全用光了。我正打算自己去採集一些回來，不過現在恰好可以派你們去幹這個活兒。”,,,,,,,,,,,,,,,
quest_campaign_007_intro_gh_7,一張小巧的地圖憑空落在你的手裡，然後黑爾一揮手臂，突然間一股強大的力量將你們推出了屋外。“記住，下次回來的時候先搖門鈴，然後等上四十七秒才可以進門。”,,,,,,,,,,,,,,,
quest_campaign_007_list,獲得黑爾的幫助,,,,,,,,,,,,,,,
quest_campaign_007_name,活力洞窟,,,,,,,,,,,,,,,
quest_campaign_007_outro_gh_1,你們先搖響門鈴，之後又等了好幾分鐘才走進那扇歪斜的大門。屋裡完全看不到黑爾的身影，你們喊了幾聲之後決定在原地等她。這次等待的時間比你們預想的久了不少。,,,,,,,,,,,,,,,
quest_campaign_007_outro_gh_2,黑爾終於出現在那張破爛吧台的另一側，她一臉驚訝的看著你們。“你們拿的是齧咬根嗎？哈，你說巧不巧，我的存貨在上個星期用完了，我正想去采一些回來呢。”,,,,,,,,,,,,,,,
quest_campaign_007_outro_gh_3,"你們面面相覷。
,,,,,,,,,,,,,,,
“哦，是我派你們去採集的，是嗎？”黑爾撓了撓頭，“對了，窺蹤占卜，我想起來了。把那些齧咬根給我。”
,,,,,,,,,,,,,,,
",,,,,,,,,,,,,,,
quest_campaign_007_outro_gh_4,你們把滿滿一袋子的齧咬根交給了她。“你們在說明一下她詳細的特徵？傑西拉？煉魔族女性，大概這麼高嗎？涉獵死靈法術的商人是嗎？穿著一身紅袍和戴著大量珠寶首飾對嗎？找起來應該不會太難。”,,,,,,,,,,,,,,,
quest_campaign_007_outro_gh_5,黑爾帶著齧咬根一同消失了，隨後你們聽到樓上房間傳來了輕微的撞擊聲。,,,,,,,,,,,,,,,
quest_campaign_007_outro_gh_6,最終黑爾拿著一張羊皮紙卷軸出現在你們面前，那卷軸粘稠的齧咬根汁液，顯得十分噁心。“拿去吧。跟隨它的指引，你們應該可以去到她的藏身之處。”,,,,,,,,,,,,,,,
quest_campaign_007_outro_gh_7,你們一臉猶豫地接過地圖。“我本來是可以清掉那些汁液的，不過我覺得這樣能讓它增加多一點魔力。”,,,,,,,,,,,,,,,
quest_campaign_008_desc,完成目標任務...,,,,,,,,,,,,,,,
quest_campaign_008_intro,原本以為這個倉庫已經被荒廢，但結果卻發現倉庫裡到處都是不死亡靈。至少讓你們對婕克瑟拉的陰謀有了更清楚的認識，她顯然用著你們給她取回來的死靈卷軸在城內召喚不死生物，而現在是時候讓這些亡者再次得以安息。,,,,,,,,,,,,,,,
quest_campaign_008_intro_travel_1,你們按照秘密連絡人的吩咐，趁著夜色掩護潛入了傑西拉的倉庫。如果運氣夠好，你們就能揭露她的陰謀並且制止他。,,,,,,,,,,,,,,,
quest_campaign_008_list,追捕傑西拉,,,,,,,,,,,,,,,
quest_campaign_008_name,黯淡港灣倉庫,,,,,,,,,,,,,,,
quest_campaign_008_outro_gh_1,“她已經逃出了我的情報範圍，”城市衛兵隊的阿姬絲聳了聳肩答道。當你們繼續追問時，她說道：“我們也想確保她不會再次製造出更多麻煩，可是她已經逃出了黯淡港灣，因為沒有她去向的相關情報，所以我可不想在那個危機四伏的荒野上瞎找。”,,,,,,,,,,,,,,,
quest_campaign_008_outro_gh_2,“也許你們的運氣會更好，說不定能在城裡找到行維族的附魔師，”阿姬絲給你們建議著，“若你們能夠得到她的幫助，那必定能夠窺測到那個膽小鬼的藏身之處。”,,,,,,,,,,,,,,,
quest_campaign_009_desc,克服“邪惡的陰謀詭計”，獲得“相當可觀的報酬”,,,,,,,,,,,,,,,
quest_campaign_009_intro,無視阿姬絲的警告，你們出發前往鑽石礦井。“邪惡的陰謀詭計”，這聽起來的確值得你們擔憂，但是“相當可觀的報酬”這句話帶來的欲望一瞬間便壓過了它。,,,,,,,,,,,,,,,
quest_campaign_009_list,為傑西拉找到鑽石,,,,,,,,,,,,,,,
quest_campaign_009_name,鑽石礦井,,,,,,,,,,,,,,,
quest_campaign_009_outro_gh_1,她的保鏢護送你們進入別墅，你們發現她看上去有些不同——相比之前顯得更加陰沉，更加苦惱。,,,,,,,,,,,,,,,
quest_campaign_009_outro_gh_2,“非常好。”她用滿滿一袋金幣向你們交換了鑽石，“它將會是一個完美的咒語增幅器，我真好奇那些邪教徒究竟知不知道自己手裡拿著的是什麼樣的寶貝。有了它，我就能召喚一支龐大的不死亡靈軍隊！”,,,,,,,,,,,,,,,
quest_campaign_009_outro_gh_3,他轉過神身看向你們，眼裡閃爍著詭異的光。“怎樣，你們準備好推翻黯淡港灣的軍方並將整座城市交給商人工會來接管了嗎？還是說你們沒有勇氣去迎接這樣一場變革？”,,,,,,,,,,,,,,,
quest_campaign_010_desc,探索前面有——也可能沒有——的未知,,,,,,,,,,,,,,,
quest_campaign_010_intro,"你感到一陣天旋地轉，眼前的一切變得模糊不堪。耳膜就快被噩夢般的鬼哭狼嚎所刺破，疼痛的感覺從四肢百骸傳來，就像自己在被不停拉扯一般，如同天地萬物都要將你們撕成碎片一般。
,,,,,,,,,,,,,,,
過了一會兒，這些感覺全部消失了。你們睜開眼，發現自己雙腳站立在堅固的地面上，但是圍繞著你們的卻是奇怪的元素漩渦——火焰與寒冰在能量的旋渦之中混雜在一起。你們調整了一下呼吸並回頭看去，一道黑暗裂隙就在眼前，與那道把你送過來的非常相像，這讓你們安心了不少。
,,,,,,,,,,,,,,,
然而這份安全感並不長久。",,,,,,,,,,,,,,,
quest_campaign_010_list,進入裂縫,,,,,,,,,,,,,,,
quest_campaign_010_name,元力位面,,,,,,,,,,,,,,,
quest_campaign_011_desc,通過摧毀軍方來為傑西拉和商人們獲取黯淡港灣的控制權,,,,,,,,,,,,,,,
quest_campaign_011_intro,"“所以說，傭兵們，你們準備好將這座城市的命運掌握在自己手中了嗎？”
,,,,,,,,,,,,,,,
你們點了點頭表示同意，傑西拉緊接著道：“我的軍隊已經準備萬全，讓我們向幽魂堡進軍吧！”
,,,,,,,,,,,,,,,
而此時從前廳傳來的一陣騷動聲讓你們從傑西拉的戰前演講中警醒過來。你們沖進前廳，發現一隊士兵正站在傑西拉那兩個羚牛族保鏢屍體的旁邊。
,,,,,,,,,,,,,,,
“到此為止了！”阿姬絲舉起十字弩瞄準了你們，“我警告過你們。你們知道自己在這座城市裡釋放了些什麼嗎？”
,,,,,,,,,,,,,,,
“已經太晚了，”傑西拉在你們身後喊道，“我的大軍已經散佈在城市的各個角落，每有一名城市衛兵倒下，我的軍隊就會壯大幾分。”",,,,,,,,,,,,,,,
quest_campaign_011_intro_gh_1,傑西拉的計畫看起來有些瘋狂，但在這黑暗而扭曲的現狀下卻有著一定的合理性。相信你們都見過城牆上的那些衛兵，他們連對付鼠人族都顯得十分勉強，而且軍方重稅弄得整個黯淡港灣和你的錢包都叫苦不迭。,,,,,,,,,,,,,,,
quest_campaign_011_intro_gh_2,有了這支亡靈大軍，商人們就能帶領黯淡港灣走向繁榮昌盛，到時候不管城牆外有什麼威脅，它們都能保證這座城市的安全。,,,,,,,,,,,,,,,
quest_campaign_011_intro_gh_3,你走向傑西拉，準備奪下黯淡港灣。,,,,,,,,,,,,,,,
quest_campaign_011_list,推翻軍方的控制,,,,,,,,,,,,,,,
quest_campaign_011_name,黯淡港灣廣場 A,,,,,,,,,,,,,,,
quest_campaign_012_desc,通過推翻軍方和控制黯淡港灣來阻止傑西拉,,,,,,,,,,,,,,,
quest_campaign_012_intro,"你們一路穿過黯淡港灣廣場來到幽暗堡，慌忙地向那些把你們攔在堡壘門前的衛兵解釋著你們身後的威脅，然後飛快地越過他們，尋找著衛兵隊長的身影。
,,,,,,,,,,,,,,,
“這的確是個大麻煩，”當你們向他快速地闡明了傑西拉的陰謀之後，他說道，“我們必須立刻探取行動，對抗這個死靈法師!”此時金戈之聲在房間中迴響，緊隨其後的是外面的衛兵的叫喊聲。
,,,,,,,,,,,,,,,
“他們攻過來了！”大門突然被砸開，一群亡靈如潮水般湧入了房間。“拿起武器!擊退它們！”",,,,,,,,,,,,,,,
quest_campaign_012_intro_gh_1,傑西拉向你們閘述她的計畫，你們發現自己竟不由自主地向房間外面退去。用亡靈軍隊來保衛這座城市的想法實在是太過於瘋狂了。你們不能將這裡的統治權交給這樣一個不擇手段的死靈法師。,,,,,,,,,,,,,,,
quest_campaign_012_intro_gh_2,話說到一半，傑西拉停下來抬頭看著你們。“怎麼了？”她皺起眉頭，“你們在最後的時刻卻被嚇破了膽？不是吧，你們之前幫我殺了這麼多人，再殺多幾個也不是一樣嗎？”,,,,,,,,,,,,,,,
quest_campaign_012_intro_gh_3,你們快速轉身跑出了大門。她的軍隊太過龐大了，你們需要尋找幫手才能將其打倒。,,,,,,,,,,,,,,,
quest_campaign_012_intro_gh_4,“愚蠢的傭兵， ”她在你們身後嘲笑道，“還以為你們會想加入我的全新世界，但如果你們家寧願同那些的軍隊渣滓同死去，那我就成全你們吧！”,,,,,,,,,,,,,,,
quest_campaign_012_list,擊殺傑西拉,,,,,,,,,,,,,,,
quest_campaign_012_name,黯淡港灣廣場 B,,,,,,,,,,,,,,,
quest_campaign_013_desc,請求神秘的力量指引你找到傑西拉,,,,,,,,,,,,,,,
quest_campaign_013_intro,"雖然道路明確，但旅途卻困難重重。在你們攀爬通往神廟的峭壁時，有無數次差點墜入腳下的萬丈懸崖。頂著凜冽的寒風，無懼鬆散的岩石，最終你們到達了山頂，穿過神廟的大門來到了一個寬廣的前廳。
,,,,,,,,,,,,,,,
“很抱歉，我此時不方便見客，”一陣虛無縹緲的聲音在前廳中響起，“請十二年之後再來吧，到時我有可能會接待你們。”你們還沒來得及提出異議，一群由岩石構成的人形物體突然出現在了你們面前。",,,,,,,,,,,,,,,
quest_campaign_013_intro_gh_1,你們向自己的聯緊人打探著傑西拉藏身地的線索，最終從聖橡樹庇護所那獲得一些相關的消息。,,,,,,,,,,,,,,,
quest_campaign_013_intro_gh_2,他們說在守望者山的高處有著一座神廟，廟中存在著一股無形的力量，它可以解答你所提出的任何問題。然而來訪者必須先要通過艱險的路途，還要在神殿的試練之中存活下來才有資格向它提問。,,,,,,,,,,,,,,,
